Sistema de Informações Hidrológicas
Versão Web 3.0
© 2018 Agência Nacional de Águas (ANA)

NivelConsistencia: 1 = Bruto, 2 = Consistido
MediaDiaria: 0 = Não, 1 = Sim
MetodoObtencaoVazoes: 1 = Curva de descarga, 2 = Transferência de vazões, 3 = Soma de vazões, 4 = ADCP
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Régua Seca

Restrições da consulta:
Código da Estação:70500000


EstacaoCodigo;NivelConsistencia;Data;Hora;MediaDiaria;MetodoObtencaoVazoes;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Vazao01;Vazao02;Vazao03;Vazao04;Vazao05;Vazao06;Vazao07;Vazao08;Vazao09;Vazao10;Vazao11;Vazao12;Vazao13;Vazao14;Vazao15;Vazao16;Vazao17;Vazao18;Vazao19;Vazao20;Vazao21;Vazao22;Vazao23;Vazao24;Vazao25;Vazao26;Vazao27;Vazao28;Vazao29;Vazao30;Vazao31;Vazao01Status;Vazao02Status;Vazao03Status;Vazao04Status;Vazao05Status;Vazao06Status;Vazao07Status;Vazao08Status;Vazao09Status;Vazao10Status;Vazao11Status;Vazao12Status;Vazao13Status;Vazao14Status;Vazao15Status;Vazao16Status;Vazao17Status;Vazao18Status;Vazao19Status;Vazao20Status;Vazao21Status;Vazao22Status;Vazao23Status;Vazao24Status;Vazao25Status;Vazao26Status;Vazao27Status;Vazao28Status;Vazao29Status;Vazao30Status;Vazao31Status
70500000;1;01/04/2019;;1;1;50,444;0,781;7,125;28;5;1;1;1;;0;1,527;1,294;1,077;0,875;0,781;4,252;8,67;10,664;7,735;6,413;5,387;4,618;4,252;3,897;3,724;12,264;13,953;9,646;7,508;5,994;4,997;4,252;3,897;3,555;3,388;3,225;3,555;50,444;13,953;7,964;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
70500000;1;01/03/2019;;1;1;38,167;1,775;8,412;6;31;1;1;1;;0;4,252;3,555;3,225;3,065;3,065;38,167;17,266;14,242;19,189;11,992;10,406;11,721;8,67;16,335;9,153;6,842;5,587;7,735;12,264;8,67;6,413;4,997;4,618;4,073;7,283;4,618;3,897;3,065;2,605;2,038;1,775;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70500000;1;01/02/2019;;1;1;16,954;3,225;7,976;11;10;3;3;3;;0;14,242;9,153;10,924;7,964;5,994;4,997;4,252;3,555;3,388;3,225;16,954;13,953;7,735;6,842;11,188;10,406;7,283;5,789;8,197;7,283;12,54;8,67;6,413;5,587;8,432;7,964;5,789;4,618;;;;;3;3;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;
70500000;1;01/01/2019;;1;1;71,581;1,905;8,496;18;3;1;1;1;0;0;3,388;2,038;1,905;3,724;2,908;2,605;2,314;2,174;1,905;2,174;4,433;2,908;2,314;2,038;4,618;6,413;6,626;71,581;26,536;20,181;11,992;8,67;7,964;19,518;9,897;7,735;6,626;5,789;4,433;3,724;4,252;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
70500000;1;01/12/2018;;1;1;23,273;1,905;6,113;1;14;1;1;1;0;0;23,273;10,664;7,062;5,587;4,618;3,897;3,555;3,388;2,908;2,605;2,458;2,038;2,038;1,905;2,038;2,038;1,905;4,618;5,19;8,432;20,181;17,266;11,188;8,67;7,283;6,202;5,19;4,252;3,555;2,908;2,605;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
70500000;1;01/11/2018;;1;1;72,685;4,997;18,357;4;13;1;1;1;;0;26,909;13,38;69,391;72,685;21,877;13,665;10,15;8,432;7,508;6,626;5,994;5,387;4,997;7,283;8,197;6,202;4,997;61,943;22,223;11,453;7,508;6,202;5,387;11,721;16,954;10,924;12,264;9,646;8,67;72,132;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
70500000;1;01/10/2018;;1;1;93,08;3,897;15,261;13;26;1;1;1;;0;10,924;11,453;38,597;20,516;12,54;10,406;9,398;8,432;9,897;14,828;11,188;9,398;93,08;39,464;15,125;10,15;8,432;13,953;10,15;7,735;6,626;5,789;4,997;4,618;4,252;3,897;8,67;7,508;7,062;6,413;47,6;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
70500000;1;01/09/2018;;1;1;201,052;5,789;27,016;1;30;1;1;1;;0;201,052;109,356;67,229;72,132;38,597;27,284;22,223;16,029;12,54;10,664;9,646;8,91;8,197;15,424;13,38;11,721;13,098;26,165;16,029;12,54;10,406;8,91;7,964;16,029;12,264;16,335;7,735;6,626;6,202;5,789;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
70500000;1;01/08/2018;;1;1;56,829;4,806;11,789;24;7;1;1;1;;0;8,432;7,508;6,626;6,202;5,789;5,387;4,806;5,587;13,38;8,432;7,062;6,202;5,789;5,387;5,19;4,997;6,626;8,432;7,964;8,432;39,9;27,661;18,539;56,829;25,065;17,898;11,453;8,432;7,964;7,062;6,413;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
70500000;1;01/07/2018;;1;1;68,307;5,19;15,885;4;24;1;1;1;;0;19,848;15,424;19,848;68,307;57,332;30,751;19,189;13,098;12,818;11,453;10,406;8,91;7,735;6,626;6,202;5,994;30,358;16,029;9,646;7,508;7,283;6,202;5,789;5,19;12,54;21,192;14,828;10,664;11,453;10,406;9,398;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
70500000;1;01/06/2018;;1;1;40,338;1,409;9,195;30;1;1;1;1;;0;1,409;2,458;2,174;2,314;3,388;3,724;3,388;2,605;2,314;2,038;1,905;26,909;14,534;10,15;6,413;4,806;3,724;3,388;3,225;2,908;2,605;2,458;2,314;4,073;11,453;39,464;16,643;12,818;39,9;40,338;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;
70500000;1;01/05/2018;;1;1;8,432;1,184;2,541;20;5;1;1;1;;0;1,527;1,409;1,409;1,294;1,184;1,184;3,724;2,755;2,038;1,775;1,527;1,527;1,409;1,294;1,184;3,724;2,755;3,065;5,587;8,432;7,062;4,252;3,065;2,605;2,314;2,038;1,905;1,905;1,649;1,649;1,527;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
70500000;1;01/04/2018;;1;1;16,643;1,649;4,983;1;29;1;1;1;0;0;16,643;11,992;11,992;8,91;7,062;6,202;5,19;4,618;4,252;3,897;3,555;3,388;3,225;4,252;10,406;4,997;3,897;3,225;2,908;2,605;2,458;5,587;3,724;2,908;2,458;2,174;1,905;1,775;1,649;1,649;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
70500000;1;01/03/2018;;1;1;22,223;1,409;6,152;29;12;1;1;1;;0;3,225;6,842;4,073;3,555;2,605;2,458;2,314;2,174;2,038;1,775;1,527;1,409;1,409;1,649;3,225;3,388;2,908;2,605;3,897;8,91;8,197;6,202;4,073;4,433;19,518;11,992;8,67;7,283;22,223;16,954;19,189;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
70500000;1;01/02/2018;;1;1;13,665;2,038;4,138;11;27;1;1;1;0;0;6,626;5,789;5,387;4,618;4,252;3,724;3,555;3,225;3,065;5,387;13,665;7,508;5,19;4,618;3,724;3,065;2,755;2,605;2,605;3,388;3,065;3,225;3,065;2,755;2,605;2,174;2,038;2,174;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;
70500000;1;01/01/2018;;1;1;131,666;2,605;22,274;18;10;3;3;3;0;0;5,994;5,587;8,67;6,842;5,387;4,073;3,225;2,908;2,755;2,605;34,793;44,821;20,853;17,581;25,796;41,663;35,625;131,666;37,312;21,534;15,125;28,805;60,906;41,219;22,223;14,828;11,721;9,646;10,15;8,67;7,508;3;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70500000;1;01/12/2017;;1;1;63,511;0,448;5,992;24;17;3;3;3;0;0;1,775;1,527;1,077;1,775;1,294;1,184;0,875;2,605;3,388;1,905;1,294;0,875;0,781;0,605;0,605;0,605;0,448;3,065;1,077;4,618;4,073;1,775;4,073;63,511;29,966;12,818;9,398;8,432;7,508;6,626;6,202;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;3;
70500000;1;01/11/2017;;1;1;10,924;2,174;4,502;11;17;2;2;2;0;0;3,225;2,908;2,755;5,387;10,664;5,587;4,252;3,555;3,225;5,387;10,924;7,508;4,252;3,225;2,605;2,314;2,174;7,062;6,413;4,073;3,225;2,755;2,605;2,458;2,314;3,388;8,91;5,587;3,724;2,605;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;0;
70500000;1;01/10/2017;;1;1;57,332;3,388;10,858;14;31;1;1;1;0;0;6,202;8,197;5,387;4,073;3,724;4,073;7,735;9,398;8,432;8,197;7,735;28,805;34,38;57,332;29,19;15,125;10,664;8,432;7,283;9,646;9,153;8,67;7,283;6,202;5,789;5,587;4,806;4,252;3,897;3,555;3,388;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
70500000;1;01/09/2017;;1;1;5,19;0,974;2,082;30;28;1;1;1;0;0;3,225;3,065;2,755;2,605;2,458;2,314;2,174;2,038;1,905;1,775;1,649;1,649;1,527;1,409;1,409;1,775;2,908;2,908;2,605;2,314;1,905;1,649;1,527;1,409;1,294;1,184;1,077;0,974;1,775;5,19;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
70500000;1;01/08/2017;;1;1;41,663;1,184;8,593;14;2;1;1;1;0;0;1,294;1,184;15,725;12,54;9,153;5,994;4,618;3,724;4,073;3,724;3,555;3,388;3,897;41,663;21,192;14,242;8,197;5,789;4,618;32,344;10,924;7,062;6,626;6,413;6,202;5,789;5,387;4,997;4,618;3,897;3,555;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
70500000;1;01/07/2017;;1;1;6,202;1,409;3,271;1;30;1;1;1;0;0;6,202;5,789;5,587;5,387;6,202;4,618;4,433;4,073;3,555;3,555;3,225;2,908;2,908;2,755;2,605;2,605;2,908;3,897;3,225;2,908;2,605;2,458;2,314;2,174;2,174;2,174;1,905;1,775;1,649;1,409;1,409;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
70500000;1;01/06/2017;;1;1;316,838;5,587;41,548;5;29;1;1;1;0;0;175,052;78,88;49,489;65,094;316,838;94,305;77,739;72,685;56,829;36,043;25,429;18,863;16,643;15,125;13,665;12,54;11,721;11,453;12,818;11,453;9,897;8,91;8,432;7,964;7,508;7,062;6,626;6,202;5,587;5,587;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
70500000;1;01/05/2017;;1;1;239,41;1,409;31,788;28;13;1;1;1;0;0;5,994;4,997;4,252;4,433;5,789;4,252;3,555;3,225;2,908;2,605;2,038;1,527;1,409;7,964;5,587;4,073;3,225;3,065;58,345;45,74;11,453;9,398;8,67;67,229;30,751;12,818;51,407;239,41;134,337;42,109;202,863;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
70500000;1;01/04/2017;;1;1;45,279;0,781;5,613;26;4;1;1;1;0;0;1,294;1,077;0,974;0,781;1,409;7,735;5,789;4,618;3,724;2,605;2,174;2,038;1,775;1,649;1,527;7,283;5,19;4,252;3,897;3,225;2,605;2,174;1,649;1,294;6,842;45,279;20,516;10,664;7,735;6,626;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;0;
70500000;1;01/03/2017;;1;1;8,432;1,409;4,728;4;31;3;3;3;0;0;1,905;4,433;4,073;8,432;6,202;5,994;4,618;4,252;3,225;4,806;7,508;6,413;5,19;7,735;6,626;6,202;6,842;6,202;5,387;5,19;4,997;4,618;4,433;4,073;3,724;3,065;2,755;2,458;2,038;1,775;1,409;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;3;;
70500000;1;01/02/2017;;1;1;49,489;1,775;8,16;12;10;1;1;1;0;0;4,252;3,724;3,225;10,664;6,626;4,433;3,225;2,605;2,314;1,775;1,905;49,489;40,778;15,125;10,15;7,508;11,721;13,098;6,626;5,387;4,618;3,555;3,225;2,908;2,605;2,458;2,314;2,174;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;
70500000;1;01/01/2017;;1;1;92,47;3,065;11,443;6;29;1;1;1;0;0;32,344;17,898;13,665;10,664;10,924;92,47;43,005;14,828;10,15;8,197;7,062;6,202;5,587;5,19;4,997;4,618;4,252;3,724;3,555;3,388;3,388;3,225;3,897;3,555;4,252;7,735;5,19;3,724;3,065;8,197;5,789;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
70500000;1;01/12/2016;;1;1;101,864;1,905;11,047;31;19;1;1;1;0;0;2,908;2,755;8,91;15,424;10,664;7,283;5,19;4,073;3,225;3,555;3,897;3,555;3,225;2,908;2,755;2,458;2,174;2,174;1,905;2,038;10,15;6,842;4,997;16,335;12,818;7,735;5,587;25,796;32,344;26,909;101,864;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
70500000;1;01/11/2016;;1;1;11,453;2,458;5,407;2;17;1;1;1;0;0;10,406;11,453;9,646;8,432;7,283;6,202;5,789;5,587;7,735;8,197;6,626;5,587;4,618;3,555;3,225;2,908;2,458;5,19;4,252;3,555;3,225;3,388;3,225;2,908;3,388;3,225;5,387;6,413;4,806;3,555;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
70500000;1;01/10/2016;;1;1;180,869;1,905;30,291;25;6;1;1;1;0;0;3,065;2,908;2,755;2,458;2,458;1,905;13,38;8,67;7,508;7,062;6,202;4,997;4,997;4,433;4,997;26,536;34,793;81,761;125,319;132,732;33,152;17,898;12,54;9,398;180,869;21,877;95,537;41,663;20,853;14,828;11,453;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
70500000;1;01/09/2016;;1;1;95,537;3,225;13,583;4;30;1;1;1;0;0;8,432;7,508;7,062;95,537;48,541;23,273;16,643;14,242;12,818;11,453;10,406;9,897;16,954;17,898;10,664;8,432;7,508;12,264;12,264;8,197;7,062;6,202;5,387;5,19;4,806;4,433;4,073;3,724;3,388;3,225;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
70500000;1;01/08/2016;;1;1;47,132;4,997;11,126;20;1;3;3;3;0;0;4,997;5,994;7,735;6,842;5,994;5,19;14,828;10,15;7,735;6,626;5,789;5,387;4,997;6,413;7,964;7,062;7,735;9,398;27,284;47,132;39,464;16,954;13,953;11,721;10,15;8,432;7,735;7,283;6,842;7,964;9,153;;;;;;;;;;;;;;;;;;;;;3;3;;;;;;;;;;
70500000;1;01/07/2016;;1;1;154,023;2,605;17,312;15;6;1;1;1;0;0;3,225;3,065;3,065;2,908;2,755;2,605;5,19;8,197;7,062;9,153;7,735;11,721;13,665;108,348;154,023;53,845;23,983;15,725;12,264;9,646;8,67;7,964;7,508;7,062;6,626;6,413;8,91;7,735;6,413;5,789;5,387;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
70500000;1;01/06/2016;;1;1;12,818;2,605;5,864;17;26;1;1;1;0;0;10,924;9,398;8,91;7,964;7,508;6,626;6,202;5,994;5,587;5,387;5,19;4,806;4,433;4,252;2,755;4,073;12,818;9,646;7,735;6,626;5,789;4,997;4,618;4,252;2,755;2,605;3,724;3,555;3,388;3,388;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
70500000;1;01/05/2016;;1;1;59,876;4,806;12,339;16;7;1;1;1;0;0;8,91;8,432;7,508;6,413;5,789;5,387;4,806;7,735;7,062;6,842;6,842;12,818;8,91;7,508;7,283;59,876;25,429;12,54;9,897;11,453;21,877;13,38;17,266;14,828;12,54;10,664;9,398;8,67;7,964;20,516;13,953;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
70500000;1;01/04/2016;;1;1;57,332;2,755;11,814;27;9;1;1;1;0;0;4,997;4,618;4,252;3,897;3,555;3,388;3,225;2,908;2,755;6,413;18,218;14,242;8,91;14,534;11,992;9,646;8,197;6,202;4,997;4,806;4,806;20,181;39,464;19,848;12,818;11,188;57,332;21,534;14,828;10,664;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
70500000;1;01/03/2016;;1;1;49,014;4,073;12,122;10;20;1;1;1;0;0;5,789;4,433;11,992;44,364;18,539;13,953;10,924;8,67;7,508;49,014;24,702;16,335;7,508;5,994;9,153;7,735;6,626;5,587;4,618;4,073;4,073;13,38;9,646;7,735;10,664;24,702;12,264;8,197;6,413;5,789;5,387;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
70500000;1;01/02/2016;;1;1;113,925;5,387;24,154;1;20;1;1;1;0;0;113,925;105,341;71,581;64,037;50,444;47,6;25,429;13,665;13,38;12,54;10,406;8,91;8,67;13,38;10,406;8,91;7,735;7,062;6,413;5,387;8,67;9,153;9,153;13,953;20,181;10,15;9,398;7,735;6,842;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;
70500000;1;01/01/2016;;1;1;110,367;2,605;18,361;2;25;1;1;1;0;0;87,051;110,367;23,983;15,725;12,54;10,664;10,664;9,897;11,453;25,065;88,244;21,534;11,188;12,818;19,848;11,992;8,432;6,842;5,789;4,997;4,618;4,073;3,225;2,908;2,605;3,225;9,646;7,735;5,994;4,618;11,453;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
70500000;1;01/12/2015;;1;1;82,343;5,789;21,836;30;1;1;1;1;0;0;5,789;55,827;40,338;16,643;14,534;12,54;8,91;7,062;6,626;49,489;16,643;8,91;7,062;43,909;75,476;15,725;10,664;8,67;15,725;10,15;7,964;8,197;23,273;27,661;17,266;13,38;10,406;16,029;20,181;82,343;19,518;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
