Sistema de Informações Hidrológicas
Versão Web 3.0
© 2018 Agência Nacional de Águas (ANA)

NivelConsistencia: 1 = Bruto, 2 = Consistido
MediaDiaria: 0 = Não, 1 = Sim
MetodoObtencaoVazoes: 1 = Curva de descarga, 2 = Transferência de vazões, 3 = Soma de vazões, 4 = ADCP
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Régua Seca

Restrições da consulta:
Código da Estação:86420000


EstacaoCodigo;NivelConsistencia;Data;Hora;MediaDiaria;MetodoObtencaoVazoes;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Vazao01;Vazao02;Vazao03;Vazao04;Vazao05;Vazao06;Vazao07;Vazao08;Vazao09;Vazao10;Vazao11;Vazao12;Vazao13;Vazao14;Vazao15;Vazao16;Vazao17;Vazao18;Vazao19;Vazao20;Vazao21;Vazao22;Vazao23;Vazao24;Vazao25;Vazao26;Vazao27;Vazao28;Vazao29;Vazao30;Vazao31;Vazao01Status;Vazao02Status;Vazao03Status;Vazao04Status;Vazao05Status;Vazao06Status;Vazao07Status;Vazao08Status;Vazao09Status;Vazao10Status;Vazao11Status;Vazao12Status;Vazao13Status;Vazao14Status;Vazao15Status;Vazao16Status;Vazao17Status;Vazao18Status;Vazao19Status;Vazao20Status;Vazao21Status;Vazao22Status;Vazao23Status;Vazao24Status;Vazao25Status;Vazao26Status;Vazao27Status;Vazao28Status;Vazao29Status;Vazao30Status;Vazao31Status
86420000;1;01/12/2017;;1;1;10,127;2,572;5,597;24;17;1;1;1;0;0;7,119;6,26;5,743;7,698;8,89;6,834;5,998;5,743;5,009;4,776;4,108;3,897;3,491;3,296;3,296;2,923;2,572;4,108;3,691;5,009;4,108;5,009;8,89;10,127;8,89;6,834;5,743;5,009;5,009;4,548;8,89;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
86420000;1;01/11/2017;;1;1;26,127;3,691;8,824;18;17;1;1;1;0;0;5,009;5,009;5,009;9,503;9,814;7,698;6,26;5,998;5,248;5,493;5,009;4,548;4,108;4,108;4,108;4,108;3,691;26,127;16,853;11,733;9,814;11,406;9,195;8,288;6,553;25,316;16,128;11,406;9,195;7,991;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
86420000;1;01/10/2017;;1;1;86,424;2,572;16,365;13;1;1;1;1;0;0;2,572;5,998;5,248;3,897;3,296;3,897;5,743;7,698;7,407;5,743;32,839;82,585;86,424;59,028;31,551;22,139;17,585;15,475;13,399;12,726;11,733;10,443;9,195;7,991;7,119;6,834;6,26;5,248;5,998;5,998;5,248;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
86420000;1;01/09/2017;;1;1;8,89;1,75;3,076;16;14;1;1;1;0;0;3,296;2,745;2,572;2,572;2,243;1,943;1,943;1,943;1,943;1,943;1,943;1,943;1,943;1,75;3,691;8,89;6,834;5,743;4,776;3,897;3,491;3,296;3,107;2,923;2,572;2,243;1,943;1,943;2,923;3,296;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
86420000;1;01/08/2017;;1;1;22,139;1,943;5,509;13;1;1;1;1;0;0;1,943;1,943;2,572;3,897;3,107;2,572;2,243;1,943;1,943;1,943;1,943;1,943;22,139;15,475;8,89;6,834;5,743;5,009;6,553;13,061;11,083;7,991;6,834;5,743;5,009;4,325;4,108;3,897;3,491;3,296;3,296;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
86420000;1;01/07/2017;;1;1;5,009;1,943;3,107;1;26;1;1;1;0;0;5,009;5,009;5,009;4,548;4,108;4,108;4,108;3,691;3,491;3,296;3,296;3,296;3,107;2,923;2,572;2,572;3,491;3,491;2,745;2,572;2,572;2,572;2,572;2,405;2,088;1,943;1,943;1,943;1,943;1,943;1,943;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
86420000;1;01/06/2017;;1;1;103,357;5,009;26,557;8;30;1;1;1;0;0;69,25;58,029;39,919;38,116;49,238;38,565;30,276;103,357;75,577;46,39;36,778;27,768;21,361;18,325;15,829;14,082;12,061;11,406;11,083;10,443;9,195;8,288;8,288;7,407;7,119;6,553;5,998;5,743;5,248;5,009;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
86420000;1;01/05/2017;;1;1;76,645;5,009;22,108;28;12;1;1;1;0;0;10,443;9,195;7,991;10,762;10,762;9,195;7,991;7,119;6,26;5,998;5,248;5,009;5,998;15,123;11,406;9,195;7,991;7,119;26,127;19,073;55,058;45,451;23,714;31,124;26,944;26,127;55,058;76,645;51,159;39,015;57,034;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
86420000;1;01/04/2017;;1;1;85,323;1,566;9,969;26;3;1;1;1;0;0;1,75;1,657;1,566;1,566;2,745;4,108;4,108;3,491;4,108;5,248;5,743;4,776;4,108;4,108;5,493;7,407;5,998;5,248;5,009;4,325;4,108;3,491;3,296;3,691;9,503;85,323;54,077;24,511;16,128;12,392;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
86420000;1;01/03/2017;;1;1;11,406;1,566;4,175;17;1;1;1;1;0;0;1,566;1,566;1,566;4,108;2,088;1,845;1,566;1,566;1,566;2,923;2,923;10,762;10,762;6,834;4,776;9,195;11,406;8,89;6,553;5,009;4,325;4,108;3,691;3,296;3,107;2,572;2,572;2,405;2,088;1,943;1,845;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
86420000;1;01/02/2017;;1;1;7,119;1,566;2,281;14;9;1;1;1;0;0;2,243;2,243;2,088;1,943;1,943;1,943;1,943;1,845;1,566;1,566;1,566;1,943;5,009;7,119;4,548;3,107;2,572;2,088;1,943;1,657;1,566;1,566;1,566;1,943;1,657;1,566;1,566;1,566;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;
86420000;1;01/01/2017;;1;1;19,829;2,572;6,155;5;21;3;3;3;0;0;10,443;8,288;11,406;12,726;19,829;13,399;10,127;7,991;7,698;10,443;8,89;6,834;5,743;5,009;4,776;4,108;4,108;3,897;3,491;3,296;2,572;2,572;2,572;2,572;2,572;2,572;2,572;2,572;2,572;2,572;2,572;;;;;;;;;;;;;;;;;;;;;;;;3;3;3;3;3;3;;;
86420000;1;01/12/2016;;1;1;16,853;2,745;6,236;14;29;1;1;1;0;0;3,691;5,009;14,774;12,726;10,762;8,89;7,407;6,834;5,998;5,998;5,009;4,776;4,108;16,853;7,407;6,26;5,009;5,009;4,548;4,108;4,108;4,108;4,108;3,691;3,491;3,296;3,296;2,923;2,745;6,26;10,127;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
86420000;1;01/11/2016;;1;1;26,535;3,691;8,684;16;30;1;1;1;0;0;12,726;12,392;11,406;9,195;7,991;7,119;7,119;6,553;10,762;12,726;11,406;8,89;7,407;6,26;5,998;26,535;14,082;11,406;9,503;8,588;7,991;6,553;5,743;5,248;5,009;5,009;4,776;4,325;4,108;3,691;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
86420000;1;01/10/2016;;1;1;163,462;1,845;24,001;19;12;1;1;1;0;0;1,943;1,943;1,943;1,943;1,943;4,325;3,107;2,572;2,088;1,943;1,943;1,845;5,743;5,009;4,548;4,108;27,768;65,112;163,462;136,43;47,335;27,768;21,361;18,325;46,39;39,015;28,598;22,923;20,209;17,954;14,427;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
86420000;1;01/09/2016;;1;1;12,392;2,243;4,406;6;30;1;1;1;0;0;5,009;4,776;4,108;4,108;4,108;12,392;9,195;7,698;5,998;5,998;5,248;5,009;5,009;5,248;4,325;4,108;3,491;3,296;3,296;3,296;3,107;2,923;2,923;2,572;2,572;2,572;2,572;2,572;2,405;2,243;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
86420000;1;01/08/2016;;1;1;38,116;3,691;8,442;21;18;1;1;1;0;0;4,108;5,743;7,119;7,407;5,743;5,248;11,406;8,89;6,834;5,998;5,248;5,009;4,776;4,325;4,108;4,108;3,897;3,691;5,493;22,53;38,116;22,139;12,726;10,443;8,89;7,119;6,834;6,26;5,493;6,26;5,743;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
86420000;1;01/07/2016;;1;1;143,501;1,75;14,552;15;3;1;1;1;0;0;1,943;1,845;1,75;1,75;1,75;3,491;3,691;2,572;2,923;3,296;2,923;13,399;7,698;77,716;143,501;46,39;22,139;16,489;12,726;10,443;9,195;8,288;7,407;7,119;6,553;6,26;6,834;5,998;5,248;5,009;4,776;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
86420000;1;01/06/2016;;1;1;4,108;1,943;2,75;1;26;1;1;1;0;0;4,108;4,108;3,691;3,691;3,296;3,296;3,296;3,107;2,923;2,923;2,572;2,572;2,572;2,572;2,572;2,572;3,296;2,923;2,572;2,572;2,572;2,243;2,243;2,243;2,243;1,943;1,943;1,943;1,943;1,943;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
86420000;1;01/05/2016;;1;1;12,392;4,108;6,219;1;27;1;1;1;0;0;12,392;11,083;9,814;9,195;8,288;7,991;7,119;7,119;7,119;6,26;5,998;5,248;5,009;5,009;4,776;7,698;5,743;5,009;5,009;5,009;5,009;5,009;5,009;5,009;4,776;4,548;4,108;4,108;4,776;5,009;4,548;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
86420000;1;01/04/2016;;1;1;37,223;5,998;17,094;11;6;1;1;1;0;0;10,443;9,195;7,991;7,119;6,834;5,998;7,698;9,195;25,316;18,325;37,223;31,979;26,944;31,551;25,316;19,073;15,475;13,061;11,733;10,443;9,195;8,288;8,288;13,399;22,139;29,434;32,839;24,511;18,325;15,475;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
86420000;1;01/03/2016;;1;1;54,077;5,009;11,711;26;2;1;1;1;0;0;5,248;5,009;11,406;11,733;10,127;7,991;6,834;5,743;5,009;12,061;12,392;13,061;11,733;10,127;7,991;7,119;6,26;5,743;5,009;5,009;8,89;8,588;7,698;7,119;14,082;54,077;32,839;22,139;17,218;13,061;11,733;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
86420000;1;01/02/2016;;1;1;25,316;4,108;8,121;1;11;1;1;1;0;0;25,316;11,733;11,406;18,325;13,74;10,127;7,698;6,553;5,743;4,776;4,108;4,108;4,108;5,493;5,248;5,009;5,009;5,743;4,776;4,108;4,325;10,443;8,89;10,762;8,89;7,119;8,288;7,119;6,553;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;
86420000;1;01/01/2016;;1;1;15,475;1,943;4,173;31;25;1;1;1;0;0;7,119;6,26;5,998;5,998;5,248;5,009;5,009;4,325;4,108;6,553;5,248;4,325;4,108;3,691;3,296;3,296;2,745;2,572;2,572;2,572;2,572;2,572;2,405;2,088;1,943;1,943;3,691;2,572;2,088;1,943;15,475;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
86420000;1;01/12/2015;;1;1;51,159;6,553;15,239;3;1;1;1;1;0;0;6,553;42,662;51,159;29,434;20,591;14,427;12,392;10,127;9,503;22,923;14,774;11,733;10,762;15,475;24,511;17,585;12,726;10,443;12,726;10,762;9,814;9,503;11,406;13,061;12,061;11,083;9,814;9,503;9,195;8,288;7,407;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
86420000;1;01/11/2015;;1;1;15,123;5,998;9,203;11;25;1;1;1;0;0;7,698;7,698;9,195;8,288;8,588;7,698;7,119;7,119;6,834;11,083;15,123;11,733;11,406;12,726;10,762;10,443;15,123;13,399;11,083;10,443;9,195;8,288;7,407;6,834;5,998;5,998;6,26;7,119;8,588;6,834;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
