Sistema de Informações Hidrológicas
Versão Web 3.0
© 2018 Agência Nacional de Águas (ANA)

NivelConsistencia: 1 = Bruto, 2 = Consistido
MediaDiaria: 0 = Não, 1 = Sim
MetodoObtencaoVazoes: 1 = Curva de descarga, 2 = Transferência de vazões, 3 = Soma de vazões, 4 = ADCP
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Régua Seca

Restrições da consulta:
Código da Estação:86160000


EstacaoCodigo;NivelConsistencia;Data;Hora;MediaDiaria;MetodoObtencaoVazoes;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Vazao01;Vazao02;Vazao03;Vazao04;Vazao05;Vazao06;Vazao07;Vazao08;Vazao09;Vazao10;Vazao11;Vazao12;Vazao13;Vazao14;Vazao15;Vazao16;Vazao17;Vazao18;Vazao19;Vazao20;Vazao21;Vazao22;Vazao23;Vazao24;Vazao25;Vazao26;Vazao27;Vazao28;Vazao29;Vazao30;Vazao31;Vazao01Status;Vazao02Status;Vazao03Status;Vazao04Status;Vazao05Status;Vazao06Status;Vazao07Status;Vazao08Status;Vazao09Status;Vazao10Status;Vazao11Status;Vazao12Status;Vazao13Status;Vazao14Status;Vazao15Status;Vazao16Status;Vazao17Status;Vazao18Status;Vazao19Status;Vazao20Status;Vazao21Status;Vazao22Status;Vazao23Status;Vazao24Status;Vazao25Status;Vazao26Status;Vazao27Status;Vazao28Status;Vazao29Status;Vazao30Status;Vazao31Status
86160000;1;01/11/2017;;1;1;78,072;6,776;15,899;11;4;1;1;1;0;0;8,879;7,605;6,892;6,776;19,485;14,354;10,233;8,232;7,299;10,583;78,072;27,042;18,809;13,173;8,879;7,299;14,757;15,992;19,942;12,789;9,044;9,546;10,583;8,392;6,999;35,009;34,433;18,809;15,576;11,481;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
86160000;1;01/10/2017;;1;1;251,392;10,233;45,182;13;31;1;1;1;0;0;29,423;52,715;36,174;23,749;18,363;14,96;16,839;20,868;48,341;26,782;68,656;223,374;251,392;127,884;82,965;56,185;39,763;31,61;27,042;27,826;22,772;25,754;22,289;17,269;14,757;13,173;12,035;13,173;12,789;11,481;10,233;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
86160000;1;01/09/2017;;1;1;123,474;2,427;14,094;17;14;1;1;1;0;0;4,216;4,022;3,832;3,737;3,46;3,369;3,102;3,102;3,014;2,757;2,673;2,59;2,59;2,427;4,413;48,672;123,474;55,483;32,727;23,014;15,992;11,665;8,879;8,553;7,916;7,299;6,547;5,987;5,659;11,665;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
86160000;1;01/08/2017;;1;1;36,174;3,46;10,257;14;1;1;1;1;0;0;3,46;3,46;14,354;24,994;14,154;10,233;6,999;5,877;6,661;8,392;6,434;6,098;10,233;36,174;20,403;13,956;10,059;8,232;6,999;21,337;15,992;10,583;8,553;6,999;6,547;5,767;5,444;5,232;4,919;4,919;4,513;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
86160000;1;01/07/2017;;1;1;11,299;3,46;6,232;1;31;1;1;1;0;0;11,299;10,233;9,21;8,879;8,553;7,916;7,299;7,299;6,776;6,776;6,547;6,321;6,321;5,877;5,659;5,444;5,551;6,209;6,547;5,767;5,444;5,023;5,232;4,613;4,613;4,413;4,413;4,022;3,832;3,644;3,46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
86160000;1;01/06/2017;;1;1;282,058;10,407;64,074;8;30;1;1;1;0;0;148,774;190,877;123,961;95,729;171,508;94,855;77,268;282,058;133,361;91,821;70,191;56,185;47,354;40,068;33,86;29,693;26,782;23,749;23,996;21,811;19,033;17,269;16,202;14,757;13,758;12,789;12,035;11,299;10,76;10,407;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
86160000;1;01/05/2017;;1;1;215,971;6,321;37,762;28;12;3;3;3;0;0;16,839;12,409;9,715;8,715;10,583;13,956;10,233;8,879;8,073;7,149;6,661;6,321;7,605;22,05;28,355;16,839;12,409;9,546;20,172;24,244;20,635;43,49;26,266;28,887;25,5;26,782;186,243;215,971;127,391;90,533;118,171;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;
86160000;1;01/04/2017;;1;1;81,32;4,216;14,775;26;24;1;1;1;0;0;6,321;5,877;5,444;5,444;22,289;15,576;10,583;8,232;6,661;5,987;5,877;5,551;5,338;5,023;4,817;6,098;10,583;8,553;6,776;5,767;5,444;5,023;4,613;4,216;5,659;81,32;79,689;42,859;31,61;26,01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;
86160000;1;01/03/2017;;1;1;80,503;5,444;17,399;13;3;1;1;1;0;0;6,776;6,321;5,444;66,381;15,992;10,583;9,887;9,044;9,377;14,354;32,166;29,423;80,503;36,174;25,247;20,868;19,713;15,164;11,665;10,233;8,879;8,232;7,299;14,354;15,992;12,035;8,879;7,916;7,149;6,776;6,547;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
86160000;1;01/02/2017;;1;1;43,49;4,413;11,558;25;11;3;3;3;0;0;10,939;12,409;13,758;11,665;11,299;9,044;6,999;5,659;5,023;4,817;4,413;5,127;9,715;10,583;8,553;6,892;15,369;7,76;6,661;26,266;15,992;9,21;10,059;10,939;43,49;20,868;12,035;8,073;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;0;0;0;
