Sistema de Informações Hidrológicas
Versão Web 3.0
© 2018 Agência Nacional de Águas (ANA)

NivelConsistencia: 1 = Bruto, 2 = Consistido
MediaDiaria: 0 = Não, 1 = Sim
MetodoObtencaoVazoes: 1 = Curva de descarga, 2 = Transferência de vazões, 3 = Soma de vazões, 4 = ADCP
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Régua Seca

Restrições da consulta:
Código da Estação:86401000


EstacaoCodigo;NivelConsistencia;Data;Hora;MediaDiaria;MetodoObtencaoVazoes;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Vazao01;Vazao02;Vazao03;Vazao04;Vazao05;Vazao06;Vazao07;Vazao08;Vazao09;Vazao10;Vazao11;Vazao12;Vazao13;Vazao14;Vazao15;Vazao16;Vazao17;Vazao18;Vazao19;Vazao20;Vazao21;Vazao22;Vazao23;Vazao24;Vazao25;Vazao26;Vazao27;Vazao28;Vazao29;Vazao30;Vazao31;Vazao01Status;Vazao02Status;Vazao03Status;Vazao04Status;Vazao05Status;Vazao06Status;Vazao07Status;Vazao08Status;Vazao09Status;Vazao10Status;Vazao11Status;Vazao12Status;Vazao13Status;Vazao14Status;Vazao15Status;Vazao16Status;Vazao17Status;Vazao18Status;Vazao19Status;Vazao20Status;Vazao21Status;Vazao22Status;Vazao23Status;Vazao24Status;Vazao25Status;Vazao26Status;Vazao27Status;Vazao28Status;Vazao29Status;Vazao30Status;Vazao31Status
86401000;1;01/01/2017;;1;1;30,851;6,909;13,058;5;21;1;1;1;0;0;13,062;11,557;13,624;20,812;30,851;29,801;25,469;20,517;17,128;15,656;14,773;15,656;14,483;13,483;13,201;12,233;11,29;10,632;8,276;7,509;6,909;6,909;7,208;7,208;7,814;7,509;7,967;8,432;8,432;8,121;8,276;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
86401000;1;01/12/2016;;1;1;19,071;9,699;12,377;15;3;3;3;3;0;0;10,503;10,245;9,699;10,245;13,201;12,645;12,37;12,37;11,29;11,557;11,29;10,763;10,245;12,645;19,071;17,674;16,556;15,805;11,961;10,373;11,025;11,158;11,025;12,507;11,961;11,961;12,507;11,826;11,961;13,201;14,051;;;;3;3;;;;;;;;;;;;;3;3;;;;;;;;;;;;;
86401000;1;01/11/2016;;1;1;71,259;10,763;24,204;2;30;1;1;1;0;0;59,256;71,259;44,226;39,903;33,556;27,256;26,269;23,869;25,782;34,11;30,851;26,76;25,145;23,869;21,408;19,933;18,227;17,128;15,805;14,773;14,051;13,766;13,201;12,645;13,483;12,922;12,233;12,233;11,423;10,763;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
86401000;1;01/10/2016;;1;1;918,264;7,358;86,737;20;7;1;1;1;0;0;10,245;9,861;9,06;8,588;8,432;7,814;7,358;8,121;8,276;8,432;8,432;8,588;11,826;15,954;19,933;27,256;40,507;86,315;262,526;918,264;190,767;86,315;59,991;86,315;213,467;201,964;120,734;71,259;71,259;53,538;47,45;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
86401000;1;01/09/2016;;1;1;97,709;9,988;25,576;7;30;1;1;1;0;0;22,932;24,185;22,932;25,469;37,531;52,153;97,709;71,259;52,153;40,507;34,11;26,76;27,256;31,383;26,76;18,227;14,339;12,645;12,37;11,423;11,025;10,894;10,245;10,632;10,373;10,503;10,763;10,245;10,503;9,988;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;
86401000;1;01/08/2016;;1;1;122,605;13,908;36,599;21;16;1;1;1;0;0;16,707;20,812;25,145;30,851;26,76;33,006;38,117;44,862;40,507;34,11;25,145;21,408;18,788;15,656;14,628;13,908;14,195;16,254;86,315;120,734;122,605;102,807;46,147;40,507;29,283;24,503;24,185;22,623;22,932;19,071;22,012;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
86401000;1;01/07/2016;;1;1;1039,202;9,988;79,341;15;3;1;1;1;0;0;10,373;10,503;9,988;10,245;10,503;10,763;10,894;11,29;10,632;11,557;12,507;55,648;86,315;124,491;1039,202;561,124;86,315;50,787;38,708;26,76;25,145;24,823;27,756;26,76;24,823;25,145;30,851;30,324;20,812;17,4;17,128;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
86401000;1;01/06/2016;;1;1;16,404;10,116;11,784;1;15;1;1;1;0;0;16,404;15,656;15,066;15,212;14,051;13,201;12,233;11,423;11,158;10,503;10,503;10,632;11,29;10,503;10,116;11,158;12,233;13,908;11,961;10,632;10,894;10,632;10,894;10,245;10,632;10,245;10,632;10,245;10,763;10,503;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;
86401000;1;01/05/2016;;1;1;28,77;14,339;18,732;1;22;1;1;1;0;0;28,77;23,869;22,316;22,932;20,224;17,674;19,071;20,517;19,071;16,859;17,128;18,227;17,4;16,859;16,556;18,506;22,623;22,012;20,517;20,517;15,066;14,339;15,212;17,4;19,933;16,859;15,954;15,507;16,104;16,707;15,954;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
86401000;1;01/04/2016;;1;1;165,147;14,483;53,956;16;5;1;1;1;0;0;18,227;16,556;16,104;15,066;14,483;15,507;17,949;19,071;20,812;29,801;78,608;74,155;61,474;78,608;133,753;165,147;122,605;57,078;33,556;25,145;25,469;27,256;22,623;26,76;34,11;78,608;143,223;120,734;71,259;54,94;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;
86401000;1;01/03/2016;;1;1;86,315;10,894;29,002;27;17;3;3;3;0;0;19,071;16,254;16,556;39,903;30,851;39,303;28,77;25,145;27,256;34,11;30,851;26,76;22,623;21,109;16,859;15,656;10,894;11,691;11,557;12,922;14,483;16,254;16,556;29,283;55,648;54,237;86,315;74,155;45,502;28,26;20,224;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;
86401000;1;01/02/2016;;1;1;165,147;12,922;38,307;2;26;1;1;1;0;0;124,491;165,147;94,382;57,799;55,648;55,648;44,862;37,531;41,729;52,153;29,801;26,76;24,823;25,145;26,269;24,185;25,145;20,812;15,954;13,483;15,507;22,012;16,254;14,773;14,339;12,922;15,066;16,859;21,408;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;
86401000;1;01/01/2016;;1;1;39,303;8,432;18,587;3;23;1;1;1;0;0;29,283;28,26;39,303;30,851;24,503;22,316;20,517;22,012;20,224;24,185;29,283;26,76;21,709;20,517;20,224;17,674;15,656;13,766;11,961;10,632;9,988;9,539;8,432;9,539;9,988;10,894;11,158;11,691;11,025;10,116;24,185;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
86401000;1;01/12/2015;;1;1;455,239;19,933;62,775;3;21;1;1;1;0;0;25,469;58,525;455,239;213,467;139,398;48,771;29,801;23,869;30,324;111,591;86,315;55,648;39,303;28,26;39,303;33,556;25,145;27,756;24,503;21,709;19,933;20,812;21,709;23,869;55,648;52,153;56,361;59,991;47,45;39,303;30,851;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
86401000;1;01/11/2015;;1;1;;;;;;0;0;0;0;0;25,782;27,256;33,556;32,46;;35,232;24,503;20,517;17,674;22,012;39,303;33,556;35,232;41,115;34,669;31,92;35,232;41,115;44,226;33,006;26,76;29,801;26,76;23,869;21,109;18,788;17,674;17,128;20,224;22,932;;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
86401000;1;01/10/2015;;1;1;657,438;27,256;125,511;9;31;1;1;1;0;0;47,45;53,538;71,259;71,259;50,787;36,95;39,303;171,386;657,438;657,438;179,877;130,052;71,259;77,109;120,734;149,054;97,709;72,7;57,799;54,237;61,474;222,89;208,83;179,877;106,278;59,256;50,787;39,303;39,303;28,26;27,256;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
86401000;1;01/09/2015;;1;1;237,389;8,276;54,7;28;15;1;1;1;0;0;24,185;27,256;23,869;20,224;17,4;15,066;13,342;12,233;11,29;10,632;11,158;10,894;10,373;9,539;8,276;8,902;12,783;17,674;22,623;102,807;169,294;68,42;48,109;71,259;91,112;120,734;159,019;237,389;190,767;94,382;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
86401000;1;01/08/2015;;1;1;41,115;13,624;22,88;1;25;1;1;1;0;0;41,115;31,92;29,801;38,117;30,851;25,145;24,823;23,869;20,517;20,812;20,812;22,316;21,408;20,224;17,674;15,656;16,556;16,707;19,071;21,109;19,071;17,4;18,227;14,195;13,624;15,805;20,812;26,76;30,851;27,256;26,76;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
86401000;1;01/07/2015;;1;1;528,245;19,071;118,121;15;6;1;1;1;0;0;30,851;28,77;29,283;24,503;23,555;19,071;22,623;33,006;39,303;59,256;53,538;44,226;59,991;175,607;528,245;438,625;435,338;249,806;179,877;86,315;201,964;139,398;161,05;169,294;108,035;61,474;52,843;50,787;53,538;50,111;51,468;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
86401000;1;01/06/2015;;1;1;102,807;14,339;46,667;15;8;3;3;3;0;0;34,669;33,556;27,756;23,869;22,623;20,812;17,949;14,339;19,071;27,256;39,303;34,11;39,303;61,474;102,807;56,361;52,843;71,259;67,022;54,94;52,843;59,256;57,078;86,315;102,807;56,361;50,787;38,708;39,303;35,232;;;;;;;;;;;;;;;;;;;;;;3;3;3;3;3;;;;;;0;
86401000;1;01/05/2015;;1;1;52,843;11,158;20,273;29;12;1;1;1;0;0;15,656;13,908;13,342;15,954;22,012;18,506;15,656;14,483;12,783;11,691;12,783;11,158;12,783;13,908;12,783;13,624;14,195;12,233;11,961;12,097;12,233;11,158;11,158;15,507;32,46;29,801;50,111;48,109;52,843;44,862;38,708;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
86401000;1;01/04/2015;;1;1;206,529;11,423;34,095;21;16;1;1;1;0;0;17,4;14,773;12,233;19,644;48,109;54,94;34,11;19,071;16,859;16,556;15,954;13,908;12,783;13,624;11,691;11,423;11,691;12,783;14,483;24,503;206,529;115,205;58,525;48,109;42,346;37,531;46,797;33,006;21,408;16,859;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;
86401000;1;01/03/2015;;1;1;34,11;8,276;15,302;1;25;1;1;1;0;0;34,11;22,012;16,859;15,066;29,801;33,006;25,145;14,483;13,342;12,783;13,342;12,783;11,961;12,783;12,233;13,342;11,158;11,691;10,632;10,116;10,116;9,539;9,539;9,219;8,276;10,632;12,783;13,342;14,483;16,556;23,242;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
86401000;1;01/02/2015;;1;1;215,805;9,219;42,792;24;18;1;1;1;0;0;12,783;22,012;20,812;29,801;55,648;57,078;45,502;34,11;28,77;25,145;23,869;24,503;16,254;13,908;12,233;10,894;11,158;9,219;10,116;10,373;12,783;34,11;109,806;215,805;159,019;86,315;59,991;46,147;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;
86401000;1;01/01/2015;;1;1;126,391;13,908;36,807;4;29;1;1;1;0;0;44,862;74,155;118,877;126,391;86,315;51,468;43,595;34,11;42,346;38,708;37,531;33,006;26,76;23,869;22,012;20,224;23,869;28,77;33,006;30,851;24,503;22,012;20,224;21,408;19,071;16,859;15,656;14,483;13,908;17,4;14,773;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
86401000;2;01/12/2014;;1;1;59,414;10,655;22,961;23;10;1;1;1;;0;15,104;12,589;20,15;15,619;14,339;13,333;12,099;11,372;11,132;10,655;11,132;11,613;12,589;14,086;13,583;14,593;16,201;14,339;14,593;15,878;19,564;56,123;59,414;49,806;25,81;28,113;51,353;40,997;34,271;31,74;39,606;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
86401000;2;01/11/2014;;1;1;79,068;12,343;28,779;8;19;1;1;1;;0;25,81;29,299;24,446;30,508;24,446;26,95;64,513;79,068;69,809;61,092;43,844;25,81;20,743;17,293;15,878;15,104;14,086;12,836;12,343;13,084;14,848;30,508;21,949;21,343;28,113;30,508;24,446;22,563;22,563;19,564;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
86401000;2;01/10/2014;;1;1;305,219;25,087;77,678;20;12;2;2;2;;0;183,325;126,144;82,923;75,3;66,257;56,123;45,301;34,271;31,74;29,299;25,81;25,087;31,74;54,511;48,283;61,092;103,477;156,097;224,863;305,219;166,743;79,068;77,174;64,513;51,353;40,997;29,299;34,271;34,271;31,74;31,74;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;
86401000;2;01/09/2014;;1;1;305,219;16,743;66,978;30;24;1;1;1;;0;29,299;126,144;161,379;126,144;48,283;42,409;61,092;61,092;54,511;39,606;35,571;52,921;46,781;42,409;34,271;26,95;22,563;20,15;21,343;20,15;18,414;20,15;21,343;16,743;20,15;71,618;92,934;71,618;298,086;305,219;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
86401000;2;01/08/2014;;1;1;40,997;14,593;25,516;3;25;2;2;2;;0;31,74;36,894;40,997;34,271;28,113;24,446;21,343;29,299;29,299;21,949;24,446;26,95;31,74;36,894;23,811;25,087;38,239;34,271;28,113;24,446;21,343;20,15;18,414;15,878;14,593;15,619;15,104;15,878;16,743;15,619;29,299;1;1;1;1;1;1;1;1;1;1;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
86401000;2;01/07/2014;;1;1;150,898;19,564;45,148;1;12;1;1;1;;0;150,898;103,477;82,923;82,923;71,618;57,757;57,757;52,921;39,606;30,508;23,811;19,564;21,949;22,563;21,343;21,949;28,113;43,844;39,606;31,74;26,95;24,446;29,299;38,239;49,806;51,353;42,409;34,271;29,299;31,74;36,894;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
86401000;2;01/06/2014;;1;1;319,722;26,95;113,066;28;20;1;1;1;;0;200,641;174,942;126,144;71,618;84,882;153,488;114,548;79,068;92,934;61,092;71,618;68,022;64,513;130,928;103,477;71,618;64,513;49,806;36,894;26,95;29,299;39,606;52,921;59,414;135,796;169,455;277,161;319,722;260,269;200,641;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
86401000;2;01/05/2014;;1;1;156,097;15,361;47,586;23;19;1;1;1;;0;45,301;64,513;48,283;38,239;30,508;24,446;21,343;21,343;25,087;23,811;21,343;20,15;18,986;18,986;17,293;21,949;20,15;16,201;15,361;15,361;19,564;121,443;156,097;114,548;90,889;92,934;92,934;71,618;48,283;51,353;86,863;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
86401000;2;01/04/2014;;1;1;112,291;12,099;33,683;13;8;1;1;1;;0;18,986;17,85;14,848;14,339;13,333;12,836;12,343;12,099;48,283;52,921;30,508;45,301;112,291;68,022;39,606;29,299;28,113;25,087;23,811;23,811;23,811;57,757;75,3;49,806;35,571;29,299;25,087;23,811;23,811;22,563;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
86401000;2;01/03/2014;;1;1;112,291;9,523;30,914;20;3;1;1;1;;0;17,85;15,361;9,523;11,372;62,792;48,283;42,409;35,571;24,446;20,15;17,85;15,878;14,848;13,333;12,343;12,836;15,104;18,986;23,811;112,291;107,842;68,022;48,283;36,894;29,299;23,811;22,563;20,743;18,986;17,293;19,564;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
86401000;2;01/02/2014;;1;1;20,15;6,432;9,329;28;20;1;1;1;;0;8,245;8,56;7,934;7,934;7,934;7,934;7,934;9,851;8,245;7,934;7,934;9,199;9,851;11,372;11,372;10,516;9,199;7,934;6,725;6,432;6,725;7,626;8,878;9,199;11,855;10,893;12,836;20,15;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;;
86401000;2;01/01/2014;;1;1;59,414;7,934;15,483;4;30;1;1;1;;0;10,516;11,372;14,086;59,414;31,74;21,949;16,743;15,361;13,583;16,201;15,878;17,85;25,087;19,564;17,85;16,201;14,848;13,834;13,333;12,343;11,372;10,893;9,851;9,523;9,199;8,56;8,878;9,199;8,245;7,934;8,56;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
86401000;2;01/12/2013;;1;1;43,844;6,725;16,332;8;29;1;1;1;;0;16,743;15,361;14,848;14,339;12,836;13,333;31,74;43,844;39,606;32,994;29,299;25,087;21,949;19,564;17,293;15,619;14,848;13,834;12,343;11,132;10,182;9,199;9,199;8,56;8,56;8,245;7,934;7,322;6,725;7,022;6,725;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
86401000;2;01/11/2013;;1;1;24,446;15,878;21,102;1;10;1;1;1;;0;24,446;22,563;21,343;20,743;21,343;22,563;21,949;21,343;20,15;15,878;15,878;21,343;23,184;20,743;20,743;20,743;22,563;20,743;21,343;23,811;23,811;22,563;24,446;23,811;21,343;20,743;20,15;20,15;16,743;15,878;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
86401000;2;01/10/2013;;1;1;97,087;15,619;31,366;26;16;1;1;1;;0;34,271;30,508;29,299;25,81;25,81;25,087;18,986;20,15;18,986;17,85;16,743;17,293;18,986;20,15;17,293;15,619;15,619;18,986;21,343;23,184;20,743;20,743;28,113;35,571;90,889;97,087;86,863;69,809;32,994;31,74;25,81;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
86401000;2;01/09/2013;;1;1;287,534;20,15;68,201;22;19;1;1;1;;0;150,898;130,928;119,123;99,196;68,022;45,301;42,409;39,606;34,271;31,74;28,113;25,81;23,811;22,563;21,343;21,949;22,563;22,563;20,15;21,343;103,477;287,534;189,016;103,477;97,087;88,865;64,513;43,844;39,606;36,894;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
86401000;2;01/08/2013;;1;1;301,642;13,333;92;25;2;1;1;1;;0;13,834;13,333;13,834;45,301;62,792;48,283;51,353;48,283;34,271;82,923;110,056;112,291;75,3;68,022;66,257;51,353;48,283;43,844;38,239;34,271;31,74;26,95;35,571;135,796;301,642;263,608;234,279;209,573;200,641;183,325;166,743;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
86401000;2;01/07/2013;;1;1;48,283;14,086;26,961;1;31;1;1;1;;0;48,283;35,571;34,271;31,74;31,74;34,271;34,271;34,271;32,994;31,74;31,74;31,74;28,113;23,811;21,343;20,15;18,986;21,343;21,949;21,343;31,74;34,271;29,299;25,087;23,184;21,949;19,564;16,743;15,361;14,848;14,086;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
86401000;2;01/06/2013;;1;1;97,087;12,099;38,628;24;15;1;1;1;;0;20,15;31,74;26,95;25,087;22,563;22,563;19,564;18,414;17,85;16,743;14,848;13,583;12,836;12,343;12,099;12,343;12,836;13,084;16,743;38,239;51,353;86,863;90,889;97,087;95;97,087;68,022;59,414;68,022;64,513;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
86401000;2;01/05/2013;;1;1;45,301;7,934;12,977;24;9;1;1;1;;0;10,516;10,516;10,893;10,893;9,523;9,199;8,878;8,56;7,934;7,934;7,934;7,934;8,56;8,878;9,199;9,851;9,851;10,516;10,516;10,182;10,182;11,372;26,95;45,301;23,811;20,15;12,343;12,099;13,834;18,414;19,564;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
86401000;2;01/04/2013;;1;1;31,74;10,516;15,699;6;28;1;1;1;;0;14,086;13,583;14,086;15,878;22,563;31,74;26,95;15,878;14,593;13,834;13,084;15,619;24,446;22,563;21,949;17,85;15,878;14,848;14,339;13,834;12,343;12,343;11,855;11,372;11,372;11,372;10,655;10,516;10,655;10,893;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
86401000;2;01/03/2013;;1;1;103,477;6,142;24,425;21;4;1;1;1;;0;6,725;6,725;6,432;6,142;8,245;9,851;13,834;14,339;35,571;45,301;23,184;22,563;24,446;23,811;18,986;17,85;18,986;14,086;12,836;21,343;103,477;73,448;43,844;34,271;28,113;24,446;23,811;21,343;20,15;18,414;14,593;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
