Sistema de Informações Hidrológicas
Versão Web 3.0
© 2018 Agência Nacional de Águas (ANA)

NivelConsistencia: 1 = Bruto, 2 = Consistido
TipoMedicaoChuvas: 1 = Pluviômetro, 2 = Pluviógrafo, 3 = Data logger
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Acumulado

Restrições da consulta:
Código da Estação:03052010


EstacaoCodigo;NivelConsistencia;Data;TipoMedicaoChuvas;Maxima;Total;DiaMaxima;NumDiasDeChuva;MaximaStatus;TotalStatus;NumDiasDeChuvaStatus;TotalAnual;TotalAnualStatus;Chuva01;Chuva02;Chuva03;Chuva04;Chuva05;Chuva06;Chuva07;Chuva08;Chuva09;Chuva10;Chuva11;Chuva12;Chuva13;Chuva14;Chuva15;Chuva16;Chuva17;Chuva18;Chuva19;Chuva20;Chuva21;Chuva22;Chuva23;Chuva24;Chuva25;Chuva26;Chuva27;Chuva28;Chuva29;Chuva30;Chuva31;Chuva01Status;Chuva02Status;Chuva03Status;Chuva04Status;Chuva05Status;Chuva06Status;Chuva07Status;Chuva08Status;Chuva09Status;Chuva10Status;Chuva11Status;Chuva12Status;Chuva13Status;Chuva14Status;Chuva15Status;Chuva16Status;Chuva17Status;Chuva18Status;Chuva19Status;Chuva20Status;Chuva21Status;Chuva22Status;Chuva23Status;Chuva24Status;Chuva25Status;Chuva26Status;Chuva27Status;Chuva28Status;Chuva29Status;Chuva30Status;Chuva31Status
3052010;1;01/04/2016;1;50,0;218,8;24;11;1;1;1;;0;0,0;0,0;3,1;0,0;13,8;0,0;8,1;0,0;28,2;0,0;0,0;0,0;0,0;2,1;0,0;0,0;0,0;0,0;27,8;0,0;0,0;13,2;16,1;50,0;50,0;6,4;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
3052010;1;01/03/2016;1;50,8;171,4;26;8;1;1;1;;0;0,0;0,0;13,1;11,4;0,0;0,0;0,0;0,0;0,0;0,0;26,2;9,1;0,0;0,0;0,0;0,0;0,0;0,0;14,8;0,0;27,8;0,0;0,0;0,0;0,0;50,8;18,2;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
3052010;1;01/12/2012;1;34,9;157,0;11;9;1;1;1;;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;13,9;0,0;0,0;34,9;0,0;16,8;0,0;0,0;0,0;11,1;0,0;0,0;0,0;20,1;8,2;0,0;0,0;0,0;18,5;30,1;3,4;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
3052010;1;01/11/2012;1;53,3;125,1;11;4;1;1;1;;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;53,3;0,0;0,0;0,0;0,0;0,0;0,0;9,7;0,0;0,0;0,0;0,0;11,3;50,8;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
3052010;1;01/10/2012;1;42,1;144,7;10;9;1;1;1;;0;16,2;0,0;7,1;0,0;0,0;0,0;5,5;3,6;30,2;42,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;18,1;0,0;0,0;0,0;0,0;8,6;0,0;13,3;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
3052010;1;01/09/2012;1;18,8;29,9;16;3;1;1;1;;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;5,7;0,0;5,4;0,0;0,0;0,0;0,0;0,0;18,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
3052010;1;01/08/2012;1;42,2;158,2;1;8;1;1;1;;0;42,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;31,2;0,0;0,0;0,0;0,0;0,0;3,5;9,6;10,8;0,0;0,0;0,0;12,6;0,0;6,1;42,2;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
3052010;1;01/07/2012;1;41,6;72,8;4;6;1;1;1;;0;0,0;0,0;0,0;41,6;10,5;2,3;11,1;0,0;0,0;0,0;1,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;5,6;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
3052010;1;01/06/2012;1;10,7;21,9;30;4;1;1;1;;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,1;5,0;0,0;5,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;10,7;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
3052010;1;01/05/2012;1;47,2;56,2;30;3;1;1;1;;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4,4;4,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;47,2;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
3052010;1;01/04/2012;1;46,2;86,1;14;4;1;1;1;;0;0,0;0,0;0,0;0,0;24,8;4,7;0,0;0,0;0,0;0,0;10,4;0,0;0,0;46,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
3052010;1;01/03/2012;1;27,2;120,5;1;6;1;1;1;;0;27,2;14,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;14,3;0,0;24,2;0,0;0,0;0,0;0,0;0,0;0,0;19,4;0,0;20,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
3052010;1;01/02/2012;1;38,4;113,1;7;9;1;1;1;;0;0,0;0,0;0,0;0,0;10,1;13,7;38,4;5,5;7,1;0,3;0,0;0,0;0,0;0,0;0,0;0,0;17,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;9,4;0,0;0,0;10,8;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;
3052010;1;01/01/2012;1;3,5;6,9;3;2;1;1;1;;0;0,0;0,0;3,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
3052010;1;01/12/2011;1;12,4;15,4;16;3;1;1;1;;0;1,2;0,0;0,0;0,0;0,0;0,0;1,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;12,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
3052010;1;01/11/2011;1;54,7;70,9;22;2;1;1;1;;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;16,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
3052010;1;01/10/2011;1;57,4;166,2;1;8;1;1;1;;0;57,4;0,0;0,0;0,0;0,0;0,0;0,0;40,2;3,8;0,0;0,0;0,0;8,2;7,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;15,5;17,3;16,7;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
3052010;1;01/09/2011;1;28,8;50,7;20;4;1;1;1;;0;0,0;0,0;0,0;0,0;18,3;2,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;28,8;0,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
3052010;1;01/08/2011;1;30,8;80,9;2;7;1;1;1;;0;0,0;30,8;0,0;0,0;0,0;0,0;0,0;9,2;5,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,2;0,0;0,0;0,0;0,0;0,0;1,9;2,8;0,0;0,0;28,8;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
3052010;1;01/07/2011;1;33,6;136,3;15;9;1;1;1;;0;0,0;0,0;2,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4,9;33,6;0,0;15,2;0,0;0,0;0,0;14,8;0,0;0,0;0,0;0,0;11,8;0,0;10,2;18,8;24,2;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
3052010;1;01/06/2011;1;42,2;88,3;21;8;1;1;1;;0;0,0;0,0;1,4;0,0;0,0;0,0;0,6;5,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;13,8;5,8;14,5;0,0;42,2;0,0;4,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
3052010;1;01/05/2011;1;21,8;59,7;23;7;1;1;1;;0;7,4;5,5;4,8;0,0;0,0;0,0;0,6;0,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;21,8;19,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
3052010;1;01/04/2011;1;49,1;133,9;15;7;1;1;1;;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4,6;0,0;0,0;0,0;0,0;0,0;49,1;8,2;2,4;10,2;0,0;0,0;34,2;0,0;25,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
3052010;1;01/03/2011;1;18,1;55,4;18;5;1;1;1;;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;9,5;0,0;0,0;0,0;0,0;0,0;18,1;0,0;0,0;0,0;0,0;0,0;14,3;0,0;0,0;12,7;0,0;0,8;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
3052010;1;01/02/2011;1;61,8;119,0;9;4;1;1;1;;0;34,6;0,0;0,0;0,0;0,0;0,0;0,0;13,5;61,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;9,1;0,0;0,0;0,0;0,0;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;;
3052010;1;01/01/2011;1;14,2;39,2;4;5;1;1;1;;0;0,0;0,0;0,0;14,2;4,3;0,0;0,0;0,0;0,0;3,9;0,0;0,0;4,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;12,2;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
3052010;1;01/12/2010;1;19,7;71,7;8;6;1;1;1;;0;0,0;0,0;6,9;0,0;0,0;0,0;0,0;19,7;0,0;0,0;2,2;0,0;16,2;0,0;0,0;0,0;0,0;0,0;0,0;11,4;0,0;0,0;0,0;0,0;15,3;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
3052010;1;01/11/2010;1;26,3;44,1;25;4;1;1;1;;0;0,0;0,0;0,0;0,0;5,7;2,7;0,0;0,0;0,0;9,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;26,3;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
3052010;1;01/10/2010;1;16,1;21,5;8;3;1;1;1;;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;16,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,6;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
3052010;1;01/09/2010;1;60,4;131,5;13;6;1;1;1;;0;0,0;14,2;9,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;13,1;18,4;60,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;15,6;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
3052010;1;01/08/2010;1;31,2;69,9;29;4;1;1;1;;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;8,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;28,6;0,0;0,0;31,2;0,0;1,2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
3052010;1;01/07/2010;1;34,2;85,8;25;8;1;1;1;;0;0,0;0,0;0,0;2,5;9,2;0,0;0,0;0,0;0,0;0,0;0,0;2,2;0,0;0,0;0,0;7,2;24,8;0,0;4,2;0,0;0,0;0,0;0,0;0,0;34,2;1,5;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
3052010;1;01/06/2010;1;48,4;165,2;22;7;1;1;1;;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;36,6;0,0;0,0;0,0;0,0;0,0;13,2;38,8;10,5;3,4;48,4;0,0;14,3;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
3052010;1;01/05/2010;1;35,2;118,6;19;7;1;1;1;;0;0,0;0,0;0,0;18,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;6,7;35,2;0,0;0,0;0,0;0,0;14,7;27,3;0,0;5,1;0,0;0,0;0,0;10,7;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
3052010;1;01/04/2010;1;49,1;79,4;20;4;1;1;1;;0;0,0;0,0;0,0;7,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;49,1;0,0;0,0;11,9;0,0;0,0;10,9;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
3052010;1;01/03/2010;1;18,8;42,0;22;3;1;1;1;;0;0,0;0,0;0,0;0,0;14,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;8,8;0,0;0,0;18,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
3052010;1;01/02/2010;1;38,1;123,3;5;8;1;1;1;;0;0,0;2,2;3,5;0,0;38,1;0,0;0,0;12,3;0,0;0,0;0,0;0,0;0,0;0,0;17,6;30,3;11,1;0,0;0,0;0,0;0,0;8,2;0,0;0,0;0,0;0,0;0,0;0,0;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;;
3052010;1;01/01/2010;1;70,1;133,8;17;8;1;1;1;;0;0,0;0,0;0,0;0,0;0,0;18,2;2,7;0,0;1,2;0,0;0,0;0,0;6,8;0,0;0,0;0,0;70,1;0,0;13,8;17,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,5;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
3052010;1;01/12/2009;1;28,2;104,8;12;7;1;1;1;;0;0,0;0,0;24,3;0,0;0,0;4,4;0,0;0,0;0,0;0,0;0,0;28,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;11,1;8,2;0,0;8,3;0,0;0,0;20,3;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
3052010;1;01/11/2009;1;103,2;438,3;14;12;1;1;1;;0;0,0;0,0;0,0;38,9;0,0;14,5;0,0;18,9;0,0;0,0;0,0;0,0;0,0;103,2;0,0;3,2;0,0;57,4;80,0;38,4;0,0;37,2;0,0;5,1;0,0;0,0;0,0;18,3;0,0;23,2;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
3052010;1;01/10/2009;1;49,4;108,6;6;4;1;1;1;;0;0,0;3,1;0,0;0,0;0,0;49,4;0,0;0,0;0,0;0,0;0,0;31,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;24,3;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
3052010;1;01/09/2009;1;49,8;199,8;2;9;1;1;1;;0;0,0;49,8;28,4;8,3;15,3;0,0;0,0;0,0;0,0;0,0;0,0;3,2;41,2;0,0;0,0;0,0;0,0;30,6;0,0;0,0;0,0;0,0;0,0;8,9;0,0;0,0;0,0;14,1;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
3052010;1;01/08/2009;1;28,2;135,4;10;9;1;1;1;;0;0,0;9,9;11,7;0,0;0,0;11,1;0,0;18,5;14,5;28,2;0,0;0,0;0,0;0,0;0,0;0,0;21,3;0,0;1,5;0,0;18,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
3052010;1;01/07/2009;1;22,3;37,4;7;4;1;1;1;;0;0,0;0,0;0,0;0,0;0,0;0,0;22,3;1,4;2,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;11,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
3052010;1;01/06/2009;1;40,2;60,0;23;4;1;1;1;;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;40,2;5,1;0,0;0,0;0,0;0,0;12,5;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
3052010;1;01/05/2009;1;28,2;97,7;12;6;1;1;1;;0;0,0;0,0;0,0;0,0;0,0;10,7;0,0;0,0;0,0;0,0;0,0;28,2;7,5;26,2;0,0;0,0;0,0;0,0;7,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;17,7;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
3052010;1;01/04/2009;1;3,6;3,6;5;1;1;1;1;;0;0,0;0,0;0,0;0,0;3,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
3052010;1;01/03/2009;1;39,1;92,6;2;5;1;1;1;;0;0,0;39,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;7,2;16,1;0,0;0,0;12,6;0,0;17,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
3052010;1;01/02/2009;1;52,3;170,6;11;9;1;1;1;;0;0,0;0,0;0,0;31,9;0,0;0,0;1,6;0,0;0,0;0,0;52,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4,9;25,2;18,7;0,0;12,3;0,0;0,0;1,4;22,3;0,0;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;;
3052010;1;01/01/2009;1;114,5;284,2;19;9;1;1;1;;0;0,0;0,0;0,0;17,6;0,0;0,0;0,0;0,0;2,3;0,0;6,6;0,0;0,0;47,1;0,0;0,0;0,0;0,0;114,5;16,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;21,9;36,1;21,5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
3052010;1;01/12/2008;1;14,2;43,6;24;4;1;1;1;;0;13,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;11,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;14,2;0,0;0,0;0,0;0,0;4,2;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
3052010;1;01/11/2008;1;19,2;24,3;30;2;1;1;1;;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;5,1;0,0;0,0;19,2;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
3052010;1;01/10/2008;1;28,2;68,6;22;4;1;1;1;;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;13,1;14,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;28,2;0,0;0,0;0,0;13,2;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
3052010;1;01/09/2008;1;41,8;114,9;11;5;1;1;1;;0;0,0;0,0;0,0;0,0;0,0;30,8;22,3;0,0;0,0;0,0;41,8;15,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
3052010;1;01/08/2008;1;66,5;136,7;17;8;1;1;1;;0;0,0;9,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;26,3;4,1;0,0;0,0;0,0;0,0;66,5;0,0;0,0;10,4;0,0;0,0;0,0;9,8;3,5;0,0;0,0;0,0;6,3;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
3052010;1;01/07/2008;1;34,6;170,1;21;9;1;1;1;;0;0,0;0,0;4,4;0,0;0,0;0,0;0,0;24,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4,9;34,6;29,8;0,0;0,0;0,0;0,0;15,6;20,2;9,4;26,8;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
3052010;1;01/06/2008;1;58,4;142,0;9;6;1;1;1;;0;0,0;0,0;0,0;0,0;0,0;12,4;0,0;5,5;58,4;8,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;26,1;0,0;0,0;0,0;0,0;0,0;0,0;30,7;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
3052010;1;01/05/2008;1;43,6;143,0;29;6;1;1;1;;0;0,0;7,1;38,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;22,3;5,1;0,0;0,0;0,0;0,0;26,3;43,6;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
3052010;1;01/04/2008;1;33,4;73,7;27;4;1;1;1;;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;17,2;5,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;33,4;17,9;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
3052010;1;01/03/2008;1;32,2;103,4;1;5;1;1;1;;0;32,2;0,0;8,2;0,0;0,0;23,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;13,5;0,0;0,0;0,0;0,0;0,0;0,0;26,3;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
